idx,question,answer,type,level,gold_idx,gold_titles,answer_aliases
5abcedb355429959677d6b4f,"Chris Jones is a semi-professional footballer, who played with what goalkeeper for Derby County when he was with Yorkshire?",Scott Paul Carson,bridge,hard,"hotpotqa_5abcedb355429959677d6b4f_3,hotpotqa_5abcedb355429959677d6b4f_7","[""Chris Jones (footballer, born 1985)"", ""Scott Carson""]",[]
5a713dcb5542994082a3e6d9,What pursuit did both Gevork Minaskanian and George Stambolian have in common?,"American educator, writer,",comparison,hard,"hotpotqa_5a713dcb5542994082a3e6d9_3,hotpotqa_5a713dcb5542994082a3e6d9_1","[""Gevork Minaskanian"", ""George Stambolian""]",[]
5ae383e15542992f92d822fb,"Which film is newer, The Apple Dumpling Gang or Heavyweights?",Heavyweights,comparison,hard,"hotpotqa_5ae383e15542992f92d822fb_5,hotpotqa_5ae383e15542992f92d822fb_6","[""The Apple Dumpling Gang (film)"", ""Heavyweights""]",[]
5a85df525542994c784ddb9f,What former president of ABC television is a high ranking officer in the same company as Christine Mccarthy?,Robert A. Iger,bridge,hard,"hotpotqa_5a85df525542994c784ddb9f_9,hotpotqa_5a85df525542994c784ddb9f_4","[""Christine McCarthy"", ""Bob Iger""]",[]
5a9030ef5542995651fb50e4,Show Her is a song written by a country music artist who is also a former player of what sport?,American football,bridge,hard,"hotpotqa_5a9030ef5542995651fb50e4_0,hotpotqa_5a9030ef5542995651fb50e4_7","[""Show Her"", ""Mike Reid (singer)""]",[]
5a8a2d2155429930ff3c0cdc,House of Many Ways is a young adult fantasy novel set in the same world as a novel that was adapted as an animated film of the same name and nominated for what?,Academy Award for Best Animated Feature,bridge,hard,"hotpotqa_5a8a2d2155429930ff3c0cdc_2,hotpotqa_5a8a2d2155429930ff3c0cdc_6","[""House of Many Ways"", ""Howl's Moving Castle""]",[]
5a88fa9e5542993b751ca8de,What NFL team did the 2017 ESPN College Football Friday Primetime host who played at Oklahoma in college play for?,the Bears,bridge,hard,"hotpotqa_5a88fa9e5542993b751ca8de_8,hotpotqa_5a88fa9e5542993b751ca8de_2","[""ESPN College Football Friday Primetime"", ""Dusty Dvoracek""]",[]
5ae7882b554299540e5a55dd,What relationship does Fred Gehrke have to the 23rd overall pick in the 2010 Major League Baseball Draft?,great-grandfather,bridge,hard,"hotpotqa_5ae7882b554299540e5a55dd_0,hotpotqa_5ae7882b554299540e5a55dd_2","[""Fred Gehrke"", ""Christian Yelich""]",[]
5a81dacc55429926c1cdada0,Who is the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V?,William Shakespeare,bridge,hard,"hotpotqa_5a81dacc55429926c1cdada0_6,hotpotqa_5a81dacc55429926c1cdada0_7","[""Suite from Henry V"", ""Henry V (1944 film)""]",[]
5ab322b1554299194fa93570,"Which type of character is featured by the P.L. Travers's third book and last novel in the ""Mary Poppins"" series?",fictional character,bridge,hard,"hotpotqa_5ab322b1554299194fa93570_4,hotpotqa_5ab322b1554299194fa93570_5","[""Mary Poppins Opens the Door"", ""Mary Poppins (character)""]",[]
5a8a764555429930ff3c0de1,What distinction about his birth makes the contemporary of Bill Pollack unique as a winner of the Formula One World Drivers' Championship?,American-born,bridge,hard,"hotpotqa_5a8a764555429930ff3c0de1_4,hotpotqa_5a8a764555429930ff3c0de1_1","[""Bill Pollack"", ""Phil Hill""]",[]
5a8d93bf554299068b959d46,Are both Yangzhou and Jiangyan District considered coastal cities?,no,comparison,hard,"hotpotqa_5a8d93bf554299068b959d46_7,hotpotqa_5a8d93bf554299068b959d46_3","[""Yangzhou"", ""Jiangyan District""]",[]
5abf04ae5542993fe9a41dbf,What musical action does Ndebele music and Musical bow have in common?,played,bridge,hard,"hotpotqa_5abf04ae5542993fe9a41dbf_0,hotpotqa_5abf04ae5542993fe9a41dbf_5","[""Ndebele music"", ""Musical bow""]",[]
5ab55b0c554299488d4d995e, Billy Preston is an American college basketball player for a team that competes in what?,the Big 12 Conference,bridge,hard,"hotpotqa_5ab55b0c554299488d4d995e_2,hotpotqa_5ab55b0c554299488d4d995e_5","[""Billy Preston (basketball)"", ""Kansas Jayhawks men's basketball""]",[]
5ae4a1875542995ad6573dd2,Nicolau Colaco played as a defender in the men's professional league sponsored by which company?,Hero,bridge,hard,"hotpotqa_5ae4a1875542995ad6573dd2_0,hotpotqa_5ae4a1875542995ad6573dd2_3","[""Nicolau Colaco"", ""Indian Super League""]",[]
5abae3205542996cc5e49edc,What award did the writer of Never Let Me Go novel win in 1989?,Man Booker Prize for Fiction,bridge,hard,"hotpotqa_5abae3205542996cc5e49edc_8,hotpotqa_5abae3205542996cc5e49edc_7","[""Never Let Me Go (novel)"", ""The Remains of the Day""]",[]
5ab5a4555542997d4ad1f19c,The Cineplex Odeon Theatres are now operated as which American movie theater chain majority-owned by Chinese conglomerate Dalian Wanda Group?,AMC Theatres,bridge,hard,"hotpotqa_5ab5a4555542997d4ad1f19c_7,hotpotqa_5ab5a4555542997d4ad1f19c_6","[""Cineplex Odeon Corporation"", ""AMC Theatres""]",[]
5abbd85a5542993f40c73be1,Who was involved in the arrest of Dread Pirate Roberts?,"Christopher ""Chris"" Tarbell",bridge,hard,"hotpotqa_5abbd85a5542993f40c73be1_3,hotpotqa_5abbd85a5542993f40c73be1_7","[""Chris Tarbell"", ""Ross Ulbricht""]",[]
5abe731255429965af743f0e,What profession does Matt Thiessen and George Thorogood have in common?,musician,comparison,hard,"hotpotqa_5abe731255429965af743f0e_4,hotpotqa_5abe731255429965af743f0e_5","[""Matt Thiessen"", ""George Thorogood""]",[]
5a77bef05542992a6e59dfaf,Dr Jan Schneider ran for United States Congress in Florid but lost twice to which Republican politician?,Katherine Harris,bridge,hard,"hotpotqa_5a77bef05542992a6e59dfaf_2,hotpotqa_5a77bef05542992a6e59dfaf_5","[""Jan Schneider"", ""Katherine Harris""]",[]
5a9064d05542990a9849360f,"What actor's debut film also starred an actor who received four National Film Awards and eight Filmfare Awards, as well as an Academy Award nomination?",Tariq Khan,bridge,hard,"hotpotqa_5a9064d05542990a9849360f_9,hotpotqa_5a9064d05542990a9849360f_1","[""Yaadon Ki Baaraat"", ""Aamir Khan""]",[]
5a8c30f6554299240d9c20d1,Were The Bomb and Rolling Papers released in the same year?,yes,comparison,hard,"hotpotqa_5a8c30f6554299240d9c20d1_1,hotpotqa_5a8c30f6554299240d9c20d1_8","[""The Bomb (film)"", ""Rolling Papers (film)""]",[]
5ae5ffbb5542996de7b71ad4,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian,bridge,hard,"hotpotqa_5ae5ffbb5542996de7b71ad4_8,hotpotqa_5ae5ffbb5542996de7b71ad4_2","[""Micha\u00ebl Llodra"", ""Juan Mart\u00edn del Potro""]",[]
5ae213de5542997283cd23b9,Are Parents and Madame Figaro published in the same country?,no,comparison,hard,"hotpotqa_5ae213de5542997283cd23b9_4,hotpotqa_5ae213de5542997283cd23b9_8","[""Parents (magazine)"", ""Madame Figaro""]",[]
5a81cb2c5542990a1d231ec4,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",Player of the Year,bridge,hard,"hotpotqa_5a81cb2c5542990a1d231ec4_0,hotpotqa_5a81cb2c5542990a1d231ec4_4","[""Crystal Palace F.C. Player of the Year"", ""Wilfried Zaha""]",[]
5a7605f85542994ccc91868d,"Which battle lasted longer, Battle of Hürtgen Forest or Battle of Pusan Perimeter?",Battle of Hürtgen Forest,comparison,hard,"hotpotqa_5a7605f85542994ccc91868d_3,hotpotqa_5a7605f85542994ccc91868d_5","[""Battle of H\u00fcrtgen Forest"", ""Battle of Pusan Perimeter""]",[]
5ae07b0155429945ae95935d,"Which novelist was German, David Guterson or Thomas Mann?",Paul Thomas Mann,comparison,hard,"hotpotqa_5ae07b0155429945ae95935d_6,hotpotqa_5ae07b0155429945ae95935d_8","[""David Guterson"", ""Thomas Mann""]",[]
5abcf17655429959677d6b5c,Which school with which Gabriela Lemus has been affiliated is a member school of the Thurgood Marshall College Fund?,UDC,bridge,hard,"hotpotqa_5abcf17655429959677d6b5c_0,hotpotqa_5abcf17655429959677d6b5c_3","[""Gabriela Lemus"", ""University of the District of Columbia""]",[]
5ae1b1aa5542997283cd223f,What was the other Los Angeles team that the 1999 Clippers top draft pick played for and won two championships with?,Los Angeles Lakers,bridge,hard,"hotpotqa_5ae1b1aa5542997283cd223f_3,hotpotqa_5ae1b1aa5542997283cd223f_5","[""1999\u20132000 Los Angeles Clippers season"", ""Lamar Odom""]",[]
5ab9587d55429970cfb8ea7e,About whose assassination is the French novel HHhH based?,Reinhard Heydrich,bridge,hard,"hotpotqa_5ab9587d55429970cfb8ea7e_7,hotpotqa_5ab9587d55429970cfb8ea7e_5","[""HHhH"", ""Reinhard Heydrich""]",[]
5ab81cd955429916710eaff7,What kind of energy does a plasma weapon produce?,electromagnetic field,bridge,hard,"hotpotqa_5ab81cd955429916710eaff7_0,hotpotqa_5ab81cd955429916710eaff7_4","[""Plasma weapon"", ""Plasma (physics)""]",[]
5a77a9df55429967ab10521c,What British novelist born in November 1898 wrote Surprised by Joy: The Shape of My Early Life?,Clive Staples Lewis,bridge,hard,"hotpotqa_5a77a9df55429967ab10521c_7,hotpotqa_5a77a9df55429967ab10521c_5","[""Surprised by Joy"", ""C. S. Lewis""]",[]
5a85a2845542997175ce1fe1,Are both Aloinopsis and Eriogonum ice plants?,no,comparison,hard,"hotpotqa_5a85a2845542997175ce1fe1_9,hotpotqa_5a85a2845542997175ce1fe1_1","[""Eriogonum"", ""Aloinopsis""]",[]
5a800ca555429969796c1bac,"The ""New York Times"" bestselling book ""The 50th Law"" contains lessons and anecdotes from this historical figure who was a classical Greek (Athenian) philosopher who is known mainly through the writings of which philosopher?",Plato,bridge,hard,"hotpotqa_5a800ca555429969796c1bac_8,hotpotqa_5a800ca555429969796c1bac_2","[""The 50th Law"", ""Socrates""]",[]
5a73c958554299623ed4ac5c,What community is the team Isaac Gómez played midfielder for located?,the autonomous community of Madrid,bridge,hard,"hotpotqa_5a73c958554299623ed4ac5c_5,hotpotqa_5a73c958554299623ed4ac5c_3","[""Isaac G\u00f3mez"", ""CF Fuenlabrada""]",[]
5ae528ed5542993aec5ec16e,What is the name of the film directed by Alex Cox  adapted from a 1606 play starring Diana Quick as the Dutchess?,Revengers Tragedy,bridge,hard,"hotpotqa_5ae528ed5542993aec5ec16e_0,hotpotqa_5ae528ed5542993aec5ec16e_3","[""Revengers Tragedy"", ""Diana Quick""]",[]
5a8aee2c55429970aeb70338,Are both George Duran and Ara Babajian famous chefs?,no,comparison,hard,"hotpotqa_5a8aee2c55429970aeb70338_3,hotpotqa_5a8aee2c55429970aeb70338_0","[""George Duran"", ""Ara Babajian""]",[]
5ae7ef625542994a481bbe40,"What is the name of this suburb within the Central Coast Council local government area, where Tessa, of Microwave Jenny, grew up?","Umina Beach, New South Wales",bridge,hard,"hotpotqa_5ae7ef625542994a481bbe40_8,hotpotqa_5ae7ef625542994a481bbe40_7","[""Microwave Jenny"", ""Umina Beach, New South Wales""]",[]
5ae2cda55542992decbdcdb7,"What ""God Gave Me You"" artist wrote the song ""Imagine That"" for Diamond Rio?",Bryan Shelton White,bridge,hard,"hotpotqa_5ae2cda55542992decbdcdb7_3,hotpotqa_5ae2cda55542992decbdcdb7_9","[""Imagine That (Diamond Rio song)"", ""Bryan White""]",[]
5a7af1a955429931da12c98f,Which Karakoram mountain is higher: Distaghil Sar or The Crown,Distaghil Sar,comparison,hard,"hotpotqa_5a7af1a955429931da12c98f_1,hotpotqa_5a7af1a955429931da12c98f_7","[""Distaghil Sar"", ""The Crown (mountain)""]",[]
5a8b017155429949d91db463,"Which Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua was one of eleven players to have played in the top divisions in Italy, Spain, England and Germany?",Obafemi Martins,bridge,hard,"hotpotqa_5a8b017155429949d91db463_2,hotpotqa_5a8b017155429949d91db463_1","[""Pierre Wom\u00e9"", ""Obafemi Martins""]",[]
5abe535055429976d4830aea,Where is the transportation company that owns Talbot based in?,Montreal,bridge,hard,"hotpotqa_5abe535055429976d4830aea_7,hotpotqa_5abe535055429976d4830aea_9","[""NS VIRM"", ""Bombardier Inc.""]",[]
5ae3f2d25542995ad6573ccc,Firstar Center was the name for two buildings before the company changed its name to match which company based in Minneapolis?,U.S. Bancorp,bridge,hard,"hotpotqa_5ae3f2d25542995ad6573ccc_2,hotpotqa_5ae3f2d25542995ad6573ccc_7","[""Firstar Center"", ""U.S. Bancorp""]",[]
5a74122f55429929fddd83da,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",Love Drunk,bridge,hard,"hotpotqa_5a74122f55429929fddd83da_4,hotpotqa_5a74122f55429929fddd83da_0","[""Love Drunk"", ""Two Is Better Than One""]",[]
5ae803915542994a481bbe80,What UAE stadium was the venue for the 2016 Pakistan Super League opening ceremony?,Dubai International Stadium,bridge,hard,"hotpotqa_5ae803915542994a481bbe80_7,hotpotqa_5ae803915542994a481bbe80_1","[""2016 Pakistan Super League"", ""Dubai International Cricket Stadium""]",[]
5a734e6d5542994cef4bc528,"Which canal is located further North, Beaver and Erie Canal or the Dismal Swamp Canal?",The Beaver and Erie Canal,comparison,hard,"hotpotqa_5a734e6d5542994cef4bc528_1,hotpotqa_5a734e6d5542994cef4bc528_2","[""Beaver and Erie Canal"", ""Dismal Swamp Canal""]",[]
5ae3bb0d5542992f92d82357,Which Russian figure skating coach was a former competitive ice dancer who competed with Olga Pershankova in 1993?,Nikolai Morozov,bridge,hard,"hotpotqa_5ae3bb0d5542992f92d82357_6,hotpotqa_5ae3bb0d5542992f92d82357_3","[""Olga Pershankova"", ""Nikolai Morozov (figure skater)""]",[]
5a7624b85542992db947372c,When was the plaintiff in the 1892 Barbed Wire Patent Case born?,"January 18, 1813",bridge,hard,"hotpotqa_5a7624b85542992db947372c_4,hotpotqa_5a7624b85542992db947372c_3","[""The Barbed Wire Patent"", ""Joseph Glidden""]",[]
5a8091515542996402f6a563,Were Sound Team and Dead by Sunrise both formed before 2010? ,yes,comparison,hard,"hotpotqa_5a8091515542996402f6a563_8,hotpotqa_5a8091515542996402f6a563_6","[""Sound Team"", ""Dead by Sunrise""]",[]
5a7a1b165542996c55b2dd10,"Who was born first, Connie Willis or Margaret Landon?",Margaret Landon,comparison,hard,"hotpotqa_5a7a1b165542996c55b2dd10_5,hotpotqa_5a7a1b165542996c55b2dd10_7","[""Connie Willis"", ""Margaret Landon""]",[]
5ac38bf355429939154137ba,"William McGrath was a loyalist from Northern Ireland, and was known for opposing what? ",united Ireland,bridge,hard,"hotpotqa_5ac38bf355429939154137ba_7,hotpotqa_5ac38bf355429939154137ba_8","[""William McGrath"", ""Ulster loyalism""]",[]
5a7502715542996c70cfae74,Which Sudanese-born Australian professional basketball player for the Milwaukee Bucks exemplifies that players do not have to play at least a year in college basketball before being drafted into the NBA?,Thon Marial Maker,bridge,hard,"hotpotqa_5a7502715542996c70cfae74_7,hotpotqa_5a7502715542996c70cfae74_9","[""NBA high school draftees"", ""Thon Maker""]",[]
5a724ba25542990c210a40c7,What is the English translation of the social group which Baran Khan Kudezai was a part of?,grand assembly,bridge,hard,"hotpotqa_5a724ba25542990c210a40c7_7,hotpotqa_5a724ba25542990c210a40c7_8","[""Baran Khan Kudezai"", ""Loya jirga""]",[]
5abd0b6b5542996e802b46b4,Finally includes the song that peaked at what on the US Hot 100,number five,bridge,hard,"hotpotqa_5abd0b6b5542996e802b46b4_1,hotpotqa_5abd0b6b5542996e802b46b4_7","[""Finally (CeCe Peniston album)"", ""Finally (CeCe Peniston song)""]",[]
5ac00f795542996f0d89cb16,The Disney version of Ebenezer Scrooge was voiced by whom?,Alan Young,bridge,hard,"hotpotqa_5ac00f795542996f0d89cb16_2,hotpotqa_5ac00f795542996f0d89cb16_0","[""Alan Young"", ""Mickey's Christmas Carol""]",[]
5ac3af895542995ef918c1f0,Janne Kyttanen has had work exhibited at which modern art museum in Amsterdam?,Stedelijk Museum Amsterdam,bridge,hard,"hotpotqa_5ac3af895542995ef918c1f0_7,hotpotqa_5ac3af895542995ef918c1f0_6","[""Janne Kyttanen"", ""Stedelijk Museum Amsterdam""]",[]
5ac3bab155429939154138fb,"The House of Hanover held the British throne until after Victoria's death, when it was past to the dynasty that ruled which duchy?",Ernestine,bridge,hard,"hotpotqa_5ac3bab155429939154138fb_0,hotpotqa_5ac3bab155429939154138fb_9","[""House of Hanover"", ""House of Saxe-Coburg and Gotha""]",[]
5ab1f13e554299449642c81c,The documentary about the first direct challenge to teaching intelligent design first aired on what station?,aired on PBS stations,bridge,hard,"hotpotqa_5ab1f13e554299449642c81c_7,hotpotqa_5ab1f13e554299449642c81c_6","[""Judgment Day: Intelligent Design on Trial"", ""Kitzmiller v. Dover Area School District""]",[]
5a7652435542992d0ec060a5,"Who was the first Russian composer to make a lasting impression internationally, Alessandro Scarlatti or Pyotr Ilyich Tchaikovsky?",Pyotr Ilyich Tchaikovsky,comparison,hard,"hotpotqa_5a7652435542992d0ec060a5_0,hotpotqa_5a7652435542992d0ec060a5_3","[""Alessandro Scarlatti"", ""Pyotr Ilyich Tchaikovsky""]",[]
5ade881f5542992fa25da7af,"Heinrich Scholz was a peer of what English computer scientist, mathematician, logician, cryptanalyst, philosopher and theoretical biologist?",Alan Mathison Turing,bridge,hard,"hotpotqa_5ade881f5542992fa25da7af_0,hotpotqa_5ade881f5542992fa25da7af_9","[""Heinrich Scholz"", ""Alan Turing""]",[]
5a83e98e5542992ef85e2387,"What ethnicity is this American professional baseball right fielder born in 1987 play, who graduated from Nova Southeastern University?",Cuban,bridge,hard,"hotpotqa_5a83e98e5542992ef85e2387_4,hotpotqa_5a83e98e5542992ef85e2387_0","[""Nova Southeastern Sharks baseball"", ""J. D. Martinez""]",[]
5a7b60605542995eb53be931,"What is the year of the event which orrurred first, Beecher's Handmade Cheese was founded, or Pike Place Market opened?",1907,bridge,hard,"hotpotqa_5a7b60605542995eb53be931_6,hotpotqa_5a7b60605542995eb53be931_7","[""Beecher's Handmade Cheese"", ""Pike Place Market""]",[]
5a8df1a65542995085b3735f,Rossiya Airlines in located in the largest what on earth?,largest country,bridge,hard,"hotpotqa_5a8df1a65542995085b3735f_8,hotpotqa_5a8df1a65542995085b3735f_6","[""Russian presidential aircraft"", ""Rossiya Airlines""]",[]
5a7e0c045542995f4f4023c5, Who was born first Doug Liman or Saul Metzstein?,"Douglas Eric ""Doug"" Liman",comparison,hard,"hotpotqa_5a7e0c045542995f4f4023c5_6,hotpotqa_5a7e0c045542995f4f4023c5_7","[""Doug Liman"", ""Saul Metzstein""]",[]
5a81711455429938b614233e,"Are both ""Cooking Light"" and ""Vibe"" magazines?",yes,comparison,hard,"hotpotqa_5a81711455429938b614233e_5,hotpotqa_5a81711455429938b614233e_4","[""Cooking Light"", ""Vibe (magazine)""]",[]
5ac275f155429921a00aaf82,what did the second largest city by population in vietnam also serve as in the first indochina war? ,Viet Minh's base,bridge,hard,"hotpotqa_5ac275f155429921a00aaf82_5,hotpotqa_5ac275f155429921a00aaf82_0","[""Vi\u1ec7t B\u1eafc"", ""Hanoi""]",[]
5a7ed5af5542994959419a84,"Which band has more members, Kitchens of Distinction or Royal Blood?",Kitchens of Distinction,comparison,hard,"hotpotqa_5a7ed5af5542994959419a84_7,hotpotqa_5a7ed5af5542994959419a84_2","[""Kitchens of Distinction"", ""Royal Blood (band)""]",[]
